index,comments
1130,cụ có trí nhớ tốt thật
1131,Chắc con cụ 95 tuổi . Cụ lại bảo khổ thân con bé 😭
1132,Nhìn lại nhớ bà nội mk trc cũng hay vấn tóc😔
1133,"Năm 2020 covid, bác cả t trong Tp.HCM mất, sau đó 20 ngày, ông nội cũng mất😞"
1134,Ôi! Nhìn thoáng qua giống mẹ tôi quá!!!
1135,Lại nhớ cảnh Bà tôi khóc thương Bố tôi mất.. và giờ Bà cũng cùng Bố rời đi.. thời gian không chờ đợi ai cả.
1136,Đúng kiểu kẻ đầu bạc tiễn kẻ đầu xanh hả.
1137,Nhớ các bà vs ông của con quá 😢
1138,Sống lâu cũng chẳng để làm gì khi nhìn thấy những đứa con của mình lần lượt đi trước
1139,Lá vàng còn ở trên cây.\nLá xanh rụng xuống ....
1140,uhm. xin hỏi đứa cháu nào đưa ảnh cụ lên đây để người cười người khóc vậy
1141,Nhiều lúc lời chúc: Chết có thứ tự lại hay
1142,"Thế hệ của cụ lấy ck từ 14 - 15t, con gái trưởng của cụ khéo cũng sấp sỉ 100 rồi ý chứ.\nThôi cụ đừng quá buồn, ít ra cụ cũng ko phải là ""kẻ đầu bạc khóc kẻ đầu xanh"" rồi ạ."
1143,Minh Đức con trưởng è cỡ 90t là ít đó hè
1144,"Ông bà nội tui 90t còn khoẻ, vậy mà đã phải tiễn 4 đứa con về với đất\nGiọt nước mắt của sự mất mát luôn là đau đớn nhất"
1145,Ô
1146,Lan Anhh Hương Hương giống bà nội quá hic
1147,Hang Nguyen
1148,Bà nội mình thì trải qua nhiều hơn:\nChồng hy sinh khi con út( bố mình mới 2 tuổi)\nHai trong ba con trai mất trước bà! 🥲
1149,"Nhà mình có 2 cô con gái, chúng nó suốt ngày tranh giành, quát tháo nhau om sòm, trong khi cô em kém cô chị gần 4 tuổi thôi. Mong sau chúng nó lớn sẽ dịu dàng với nhau như vậy ☺️"
1150,Em tao “Mẹ nội này hung dữ ghê” 🥲
1151,chấm cái ở đây mong con em dùng face bố sẽ nhìn thấy
1152,"Em đoài được nợ học phí rồi, anh muốn mua gì? Huy Thắng :))))))"
1153,Em gái tui : chị ơi em hết tẩy trang em hết kem chống nắng 🤣🤣 tiền nó mua cũng mình cho hết 😹😹
1154,Dễ thương ghê🥰
1155,E zai mình thì nhịn ăn sáng để mua cho mình 1 ông già noel❤️
1156,"C ngọc nè,, em ơi em ở đâu 😁"
1157,Nghe giống giọng hoa thanh quế nha
1158,"Trần Dương Như Ýyyem nhà người ta k bao giờ làm mình thất vọng. Em nhà mình “bé ơi đóng học, bé ơi em đi coi phim”"
1159,"Em gái tui:\n- Hồi bé: có bao nhiêu tiền mừng tuổi mà xin là cho =))))\n- Lớn lên chị đi lấy ck: Trả tiền hoa cưới, mua vàng, mừng tiền lần 1, mừng tiền lần 2, lo đám cưới như đám cưới nó 🥲\n\nĐáng ra mẹ t nên đẻ 5 đứa huhu"
1160,Trong khi em là chủ nợ thì chị lại nghèo tới mức không có tiền mua cái kẹp tóc
1161,"Tạm dịch "" e đòi được nợ rồi mua cho Ngọc kẹp tóc, có Ngọc không có tiền mua"" đáng yêu v trời"
1162,"Em thật may mắn khi có một gia đình tuyệt vời! Học hành thành công, sau này luôn nhớ yêu thương em gái mình như nó đã yêu thương em nhé!"
1163,Hôm nọ e gái t cũng mua kẹp tóc hoa sứ cho t 😗
1164,"Minh Hiếu em tuôi k ăn sáng,tiết kiệm đc 7k cho c đi học ở HN,khi đó e t học lớp 2-3 gì đó ❤️"
1165,Cưng za tr🥹🫰
1166,"Đúng em nhà người ta. Em mình tính lãi chị từng ngày, rửa bát hộ nó cũng tính phí 🙃"
1167,Đáng eo quá dị
1168,E đòi dc nợ luôn 😁 nhất bà chị rồi.
1169,"Nhà này có thg cu e kém 8t hở ra là mua đồ cho c, cgi cũng c ăn ko c thích ko đủ kiểu"
1170,"Nhà mình có 3 a trai ,ngày xưa cứ thấy có e bé là đòi đem về nuôi vì rất thích có c gái hoặc e gái mặc dù a trai cũng rất thương mình 🤣🤣"
1171,Lê Quỳnh Trang nhớ câu chuyện cảm lạnh gửi mấy miếng scl cho chị gái đi học đại học vì sợ chị đi học khổ :))))))))))
1172,Linnie Chan nhớ ngày xưa hong 🥹
1173,Trịnh Nam ước gì em mình tặng cái kẹp tóc của Chà neo
1174,em tớ cũng hay mua quà cho tớ lắm
1175,Tui cũng thích có em gái. Nhưng nhà đông con lắm rồi. Hao cơm.😜😜
1176,Ánh Ánh Vu Khanh Linh bim bim trà sữa toàn các dì mua 🤣
1177,Nguyen Tu Anhh em gái nhà ngta. em mình chỉ giỏi Bào 🤓
1178,Em tui dù hay bị tui la vì nhưng mà mỗi lần mẹ gửi đồ đều có quà cho tui. Nhìu lúc cảm giác mình mới là em bé cần được cưng chiều chứ hông phải chị Trần Yến Nhi
1179,Đáng yêu quá! Con nhà mình thì oánh nhau từ lúc dậy tới lúc đi ngủ .hic
1180,Em gái nhà ngta còn em mình thì chỉ nghĩ cách vòi tiền là giỏi
1181,Thanh Liem Bui anh zai tôi chả mua quà cho tôi gì cạ 😂
1182,Anh Quang chời ơi em mình thì chưa về đến nhà đã hỏi xin tiền rồi 😃
1183,Nguyễn Trang chắc yêu em lắm
1184,Có nhận cáp đòi nợ thuê k bé ơiii
1185,Loan em gái nhà ng ta 😌
1186,Nguyễn Đào Đào ơi chị thèm trà sữaaaa
1187,"Haha, em gái teo nó khác lắm. Cứ hôm nào ấy hàng shoppe là nó nhắn tin từ sáng đến chiều Nguyễn T. Thảo Hiền vào mà xem em gái nhà người ta"
1188,Mỹ Hạnh viết gì cho ngầu bây giờ 🤭
1189,chet dở bố mẹ xót r 🤡
1190,giống nhỏ Su khùng 😇🫶
1191,Ỏ vậy hả
1192,Ngo NguyennNg Bao :) tụi m đoài đc nợ k mua kẹp tóc cho t à ?
1193,Ngọc Hà bạn đã bao giờ chưa
1194,Huong Nguyen Thu chả lẽ lại kém hơn cả đứa cháu học lớp 4 😝
1195,"2 anh em t có khi cả tháng còn chẳng nhìn mặt nhau chẳng nói với nhau câu nào, sđt t không có zalo fb lại càng không chắc biết mỗi stk nh của t🥲"
1196,"Ng Minh còn m thì ""hộp AFC chị để em ăn hết rồi"" :)))"
1197,Huế Nguyễn chưa thấy quà nào luôn ấy
1198,Cơm nhà mà bữa nào cũng 2 món thịt. Thừa đạm phết
1199,Chồngiu ơiii Andy Pham
1200,Huyền Kimi bạn mạnh dạn tag ck cho mih😍
1201,Chắc tao đi kiếm chồng mới
1202,Lan Dinh
1203,xong nó cho cái lõi ngô vào mồm
1204,"nhìn hơi ngán, thiếu canh thiếu rau quá :D"
1205,"Nhiều dầu mỡ quá, 1 bữa hẳn 2 món thịt 😂"
1206,Tống Khánh Linh sao mâm cơm nhà c lại ở đây kkkk
1207,Đi kiếm chồng tương lại coi
1208,Ở đấy mà mer🤣
1209,"Toàn món dễ , phút mốt là xong 😅"
1210,Vợ t nấu suốt :3 t cũng nấu đc
1211,Nhìn ngấy quá :))
1212,Mấy món này nấy dễ mà 🙄
1213,Gửi chồng yêu Kingsley Nguyen có thêm nhiều ý tưởng ❤️❤️
1214,Tag chồng vào để chồng nấu cho mình ăn 🙂 Bảo Trung
1215,Hạnh Nguyễn share tiếp
1216,Võ Nhật Uyên
1217,Huy măm
1218,Hoàng Minh Hiếu lưu đi mẹ
1219,Thanh Nga e lưu vào 😂😂
1220,Trần Mạnh Hùng tối nay ăn gì b ui
1221,"T. Chỉ biết nấu mỗi món, thịt luộc với cơm luộc thôi."
1222,"Mấy món này dễ , m lấy tao đi t nấu cho mà ăn Chửi Thuê"
1223,Ăn vả ý :))
1224,"Giàng A Cói lưu lại, sau này bảo chồng nấu cho ăn. Cơ mà ko biết ""sau này"" có lâu khum 🙄"
1225,sao mà ê hề ê hề quá z ?
1226,ngon vậy trời 😢
1227,Sao mình thấy nấu cho vợ ăn mà như nấu cho 4-5ng ấy nhỉ
1228,Mấy món này nó lại đơn giản luôn :)))
1229,Nó cho ăn cái đập bạn ạ😁😁😁
1230,Nguyen Ngoc Quynh ck ơi nấu cho e vs cu sóc ăn ❤️
1231,Chủ yếu toàn thịt không. Không mê lắm 😂😂😂😂😂
1232,Do nhà mình ăn ít thịt hay do nhà ng ta ăn nhiều thịt nhỉ
1233,"Quyền thực đơn đây, đừng hỏi e muốn ăn gì nữa nhé :))"
1234,Ăn quả mướp đắng à
1235,đm cơm này dễ
1236,Mấy tháng rùi k dc ck nấu cơm cho ăn
1237,Lê Tùng lưu vào nấu cho vk ăn nha 😂
1238,Đoàn Thế Anh
1239,k bằng sếp Vũ Duy nhà tôi
1240,Sơn Nam tham khảo mà nấu đổi món nhé
1241,Dương Bích ước
1242,Trần Quốc Huy chắc ai đó sẽ lưu về để mình ở cữ ko còn cu đơn 🤣
1243,Trần Việt Đức xem còn món nào chưa nấu nào :3
1244,Ngon đấy mình ạ Lăng Văn Trung
1245,Nguyễn Văn Huệ nấu cho mk đi
1246,Biết vụ trang alisa chưa
1247,Thủ đô mà vắng thì còn gọi gì là thủ đô :))
1248,"Đường lên công ty tui đó, mê chưa 😂"
1249,Hanoi xịn của t 😂😂😂
1250,Tự dưng thấy việc đi làm từ 7h sáng đến 10h tối cũng có cái ưu điểm
1251,Nếu ở trên con tàu màu xanh kia thì nó lại khác bọt lắm🥰
1252,Đất đắt lòi!
1253,Corn Hoang Anh cung đường năm đó chúng ta cùng theo đuổi 😂
1254,Ông nguyễn trãi đâu ngờ tên ông lại
1255,sợ hãi
1256,Trang Trang em toi góp phần điền vào chỗ trống
1257,Hồng Khánh tắc lắm khum 🤣🤣
1258,Trục đường Xuân Thủy đến nghĩa trang Mai Dịch tắc chả kém
1259,Dương Hoàng
1260,Sao tao cứ thấy đường Nguyễn Trãi to đi sướng mà đỡ tắc hơn mấy đường khác rất nhiều nhỉ
1261,Sáng 7-8h không có chỗ mà điền lunnnn :))))
1262,Nhìn vào mới nghĩ k hiểu trc mình băng qua đường kiểu gì
1263,Nghỉ đẻ 2 tháng nhớ cảnh điền vào chỗ trống quá 🙄
1264,Phân làn như không xog phải bỏ phân cách cứng.
1265,Ngày nào cũng được điền trong con đường này🤭
1266,"Ngoc Anh nàoo, bạn tôi đang điền vào chỗ nào nàoo"
1267,HN mà vắng thì chỉ có covid 😂
1268,Ngày nào cũng góp mặt vào con đường này 2 lần
1269,"Phạt nguội xe chạy sai làn đi, công an giao thông vô tích sự quá."
1270,Tu Nguyen nhà bạn kìa
1271,Ngắm người ạ 🥲
1272,Chiếc ảnh như cái liếc mắt của người đi tàu điện trên cao.\n\nKhông biết bao giờ hậu duệ hòn ngọc viễn đông được cảm nhận nhở
1273,Vâng
1274,Đường nhà tao thơ mộng lãng mạn thế mà thằng ad mày lại bêu xấu ah
1275,Quá lắm trường học
1276,"Nhớ NT ,vành đai 3 quá, bao nhiêu kỉ niệm vui buồn có cả"
1277,Nguyễn Việt Anh
1278,Tạ Quang Vũ ngắm đuýt xe người khác mỗi sáng =)))
1279,Hoàng Quỳnh Mai xin mời ngắm 🤣
1280,Tâm Đỗ
1281,Quá tuyệt vời:)))
1282,Sao cứ fai uốn éo giữa đường thế trông khác gì vụ tai nạn ko trời😣
1283,Nhìn có khác gì một vụ TN xe đầu kéo không trời :)) la liệt rồi tay chân co quắp thí ớn quá mấy bà cố ơi. Tấp vô lề sống ảo dùm eim cái
1284,Chuyện ma Chú 3 Duy 2 đi đâu vậy 2
1285,Tống Ngọc Hân =)))
1286,Lê Hoàng Kim Ngân 😂🤣🤣🤣🤣cha nậu diên🤣
1287,Chuyện ma Chú 3 Duy quá đáng lắm rồi đó 2
1288,Vũ Khánh Linh m coi chú3 m kìa
1289,Chuyện ma Chú 3 Duy thấy mà tức á
1290,Ngọc Duyên coi cái mỏ của 2 nè :)))
1291,Jo Jo quá trời cái nết
1292,Chuyện ma Chú 3 Duy qtr mỏ 2 rồi 2 ơi 😂
1293,Nhẹ nhàng thì gặp anh công nông đi qua anh ấy xịt cho tí khói đen thôi thì cũng hít đủ các chị ơi... 😱
1294,Mấy chị lại gạo jack việc lắm
1295,"Ngày xưa có đánh bom cảm tử, giờ có chụp ảnh cảm tử luôn, ngưỡng mộ tinh thần chụp ảnh bất diệt của các chị 😀"
1296,"Sức khỏe là chính, tính mạng phụ thôi, hoan hỉ cho các dân chơi."
1297,Chụp ảnh thờ tập thể
1298,Lê Xuân Bách lần đầu thấy ảnh thờ lạ
1299,"Như thế này lại quá vừa vặn, 1 công là xong. Xuống dưới có chị có em chúng ta cùng tập 😻"
1300,Là chụp ảnh đăng lên\nYoga trên đường quốc lộ 🫠
1301,Đúng là đường của ông bà cố nội mấy bả để lại
1302,"Đam mê quá đà, bất chấp 😂. Dở. Rùng mình nghĩ đến những lúc mình đang vít ga trên cao tốc xong gặp cảnh này"
1303,"Ngay ngắn r đấy, 1 phát xong 🙂"
1304,Đang banh hết cỡ 🤣
1305,Phạm Quân đang banh thì gặp xe tải húc.\nXuống dưới gặp diêm vương trg tư thế đang banh. Thiệt chớ tội anh diêm vương ghê cơ.
1306,Maya Nguyen
1307,"Phạm Quân ở nhà banh thiên hạ nó không thấy hàng họ thế nào ,phải nằm giữa đường giữa phố cố banh ra hết cỡ thì thiên hạ nó mới nhìn rõ nét được 😂😂"
1308,Tý lại bức ảnh cuối cùng thì dở hơi lạy các chị
1309,Duy Lò rồi còn bị người đời chửi là Ngu nưâx. kkk
1310,Hội chồng chán.
1311,Tìm xem có chị gái ko Vân Trần 🤣
1312,Phương Anh khả năng ngồi giữa =)))))
1313,Vân Trần 1 chiếc nhuỵ :)))
1314,Nhìn vội lướt qua lại tưởng bị tai nạn xe đầu kéo rơi từ trên xe kia xg nằm la liệt chứ
1315,"Trời xanh đây là của chúng ta, kkk"
1316,Năm nay là kiếp nạn của bằng lăng 🤣
1317,Chất lừ luôn
1318,Hải Blue lại sắp lên đồn sớm
1319,Dương Hồng lên báo c 🤣🤣🤣
1320,Bông Xinh nta đang chửi đó k phải lên báo tuyên dương đâu cô ơi
1321,Thế Nguyễn e tag cho vui a ơi . Chứ e đọc r 🤣
1322,Bông Xinh e có trong đó k
1323,"Trải nghiệm lại thích ấy chớ, kiẻu như mấy nhỏ tp về núi rừng ays, nhìn thích,"
1324,Mai mạ nó nổi đi dậm lại thấy má luôn🤣🤣🤣
1325,"Mặc Nhân Hoàng 1 đám nhỏ cho họ trải nghiệm thôi b ơi . Và có thể sẽ phụ phí vào đó cho chủ ruộng , làm cả mớ v có mà tiêu ngta ad"
1326,Mặc Nhân Hoàng chắc có tiền bo bằng cả ruộng ấy chứ
1327,Hà giang cũng có nhaa😂
1328,Trên đó dân giàu thực sự. Thuê cả tây về cấy luôn. 😁
1329,"Nhà t còn mấy sào, có tiện ghé qua nhà t trải nghiệm ko các Tây?"
1330,Đỡ tốn mớ tiền thuê nhân công =)) mà lại còn được về sớm 🤣
1331,chụp ảnh thôi cấy k quen 30p còng hết lưng rão cả ng luôn
1332,"Có đỉa k mấy ní!??? Mà tập đoàn này xuống ruộng tòn hố chân, cấy xong lên bờ lúa cũng nổi theo lun á 😌"
1333,- trải nghiệm này sẽ kbh quên
1334,"Mai t sẽ mở công ty du lịch tour cấy lúa, cuốc đất 😂"
1335,Tha hồ ngứa chân 😂
1336,Nguyễn Phi Hùng em lội ruộng suốt anh ạ 😭😭😭
1337,Nguyễn Hùng ai đấy nhỉ
1338,Nguyễn Phi Hùng anh nhìn tên em ko quen à anh ? tệ 😭😭
1339,🤣🤣mang tiếng con nhà nông.tau cấy 7 hàng lúc sau còn 4 🤣🤣hôm đi đc buổi sáng về đau cứng lưng nằm nguyên buổi chiều luôn.nhìn vậy chứ cúi đau lưng lắm
1340,1 công dôi việc
1341,Cho biết đá biết vàng với người ta…chứ sướng quá ăn no đi du lịch :)))
1342,Được mấy bữa 😁
1343,Họ thuê tây về cấy lúa đấy😂
1344,Trải nghiệm trồng lúa :))
1345,Tây bjo sang Việt Nam xuất khẩu lao động rồi nha
1346,Nguyen Kim Phuc
1347,Hà Linh Quyền Mạc vừa ko phải trồng lúa vừa có tiền du lịch à
1348,Văn Huy bán cơm suất luôn à. Trồng xong lúa có cơm ăn luôn
1349,Nguyễn Thuỳ Trang t nhớ m cũng bắt khách đi cấy nhiều lắm :)))
1350,Mikhail Osin dành cho mày 👏
1351,Ck tui cũng Tây bảo phải trả tiền để làm việc nữa
1352,"400.000đ/công cấy, nấy thợ thì chủ ruộng bán cả ruộng cũng ko đủ trả công"
1353,Khả năng là lao động nhập cư trái phép..y/c conan vào cuộc điều tra
1354,"@ Tú Tú Tây sáng cấy lúa , tối rượu lúa mạnh nằm ngủ ngon luôn 😆😆"
1355,Nguyễn Cương Tối Ngủ Với TA... kkk
1356,Tú Tây nhất việt nam rồi TA 😆😆😆kkkk
1357,Nguyễn Cương Hạn Thận Lắm Cương ạ
1358,Tú Tây mấy khi 😆😆😆 các e sang chơi với a TA 😆😆😆😆😆
1359,Nguyễn Cương Đành Phải Chấp Nhận Phục Vụ Các E Nhiệt Tình... kkk
1360,Đó là các kĩ sư nông nghiệp của thế giới đó 🤣🤣🤣
1361,Tây sang VN xuất khẩu lao động cũng chỉ đi cấy thôi =))
1362,Đỡ tốn mớ tiền thuê. Nếu có thêm con đĩa bâu chạy khắp ruộng nữa thì vui phải biết.
1363,Thêm mấy con đỉa trâu bám vào chân nữa thì ối zời ôi 😂😂😂
1364,"Sắp tới giá gạo sẽ tăng, a e nên mua dự trữ"
1365,Dân sapa thuê cả tây về cấy lúa cơ đấy
1366,Ơ k có cái con đỉa uốn éo à
1367,Bố chồng said : à...à
1368,Sao anh nói chiện kì quó ò =)))
